종목명,종목코드,시장,섹터코드,섹터명,기존섹터코드,기존섹터명,분류근거,매칭방식,검토신뢰도,추가검토필요
한라IMS,092460,KOSDAQ,S08,조선·방산·우주,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
현대힘스,460930,KOSDAQ,S08,조선·방산·우주,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
HD한국조선해양,009540,KOSPI,S08,조선·방산·우주,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
HD현대중공업,329180,KOSPI,S08,조선·방산·우주,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
LIG디펜스앤에어로스페이스,079550,KOSPI,S08,조선·방산·우주,S99,기타,자동 패턴 매칭,키워드,높음,False
대한조선,439260,KOSPI,S08,조선·방산·우주,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
미래아이앤지,007120,KOSPI,S08,조선·방산·우주,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
엔케이,085310,KOSPI,S08,조선·방산·우주,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
유니드,014830,KOSPI,S08,조선·방산·우주,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
조선내화,462520,KOSPI,S08,조선·방산·우주,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
조선선재,120030,KOSPI,S08,조선·방산·우주,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
티엠씨,217590,KOSPI,S08,조선·방산·우주,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
퍼스텍,010820,KOSPI,S08,조선·방산·우주,S99,기타,자동 패턴 매칭,키워드,높음,False
한국항공우주,047810,KOSPI,S08,조선·방산·우주,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
한화에어로스페이스,012450,KOSPI,S08,조선·방산·우주,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
한화엔진,082740,KOSPI,S08,조선·방산·우주,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
한화오션,042660,KOSPI,S08,조선·방산·우주,S04,화학·소재,자동 패턴 매칭,키워드,높음,False
화인베스틸,133820,KOSPI,S08,조선·방산·우주,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
휴니드,005870,KOSPI,S08,조선·방산·우주,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
APS,054620,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
AP시스템,265520,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
DXVX,180400,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
E8,418620,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
FSN,214270,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
GC메디아이,032620,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
HB솔루션,297890,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
KG에코솔루션,151860,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
KG이니시스,035600,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
KG파이낸셜,046440,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
KT나스미디어,089600,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
LS마린솔루션,060370,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
LS티라유텍,322180,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
MDS테크,086960,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
RF시스템즈,474610,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
SGA솔루션즈,184230,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
SKAI,357880,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
SOOP,067160,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
THE E&M,089230,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
가비아,079940,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
나라스페이스테크놀로지,478340,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
네오리진,094860,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
네오위즈,095660,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
네이블,153460,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
넥슨게임즈,225570,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
넥써쓰,205500,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
넵튠,217270,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
노머스,473980,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
노타,486990,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
누리플렉스,040160,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
뉴엔AI,463020,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
다날,064260,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
다산디엠씨,208860,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
다이나믹솔루션,290660,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
대창솔루션,096350,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
더즌,462860,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
더테크놀로지,043090,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
데브시스터즈,194480,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
데이타솔루션,263800,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
드래곤플라이,030350,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
드림시큐리티,203650,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
디에이테크놀로지,196490,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
디지캡,197140,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
딥노이드,315640,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
레이저쎌,412350,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
로보티즈,108490,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
로지시스,067730,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
로체시스템즈,071280,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
리파인,377450,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
링네트,042500,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
링크솔루션,474650,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
마음AI,377480,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
마키나락스,477850,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
매드업,0039P0,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
멤레이비티,072770,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
모니터랩,434480,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
모델솔루션,417970,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
모바일어플라이언스,087260,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
모비릭스,348030,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
모아데이타,288980,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
미투온,201490,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
미트박스,475460,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
바이브컴퍼니,301300,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
밸로프,331520,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
버넥트,438700,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
베노티앤알,206400,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
벡트,457600,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
벨로크,424760,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
브레인즈컴퍼니,099390,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
브리지텍,064480,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
비아이매트릭스,413640,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
비큐AI,148780,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
비투엔,307870,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
비트맥스,377030,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
비트컴퓨터,032850,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
비트플래닛,049470,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
사람인,143240,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
사이냅소프트,466410,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
산돌,419120,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
상상인,038540,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
샌즈랩,411080,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
서울평가정보,036120,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
서진시스템,178320,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
선익시스템,171090,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
세나테크놀로지,061090,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
세중,039310,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
셀바스AI,108860,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
소프트센,032680,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
소프트센우,032685,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
소프트캠프,258790,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
손오공,066910,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
솔트룩스,304100,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
솔트웨어,328380,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
슈어소프트테크,298830,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
슈프리마에이치큐,094840,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
스마트레이더시스템,424960,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
스코넥,276040,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
스트라드비젼,475040,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
스피어,347700,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
시선AI,340810,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
시큐레터,418250,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
시큐브,131090,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
심플랫폼,444530,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
싸이닉솔루션,234030,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
싸이버원,356890,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
썸에이지,208640,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
씨이랩,189330,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
씨피시스템,413630,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
아시아경제,127710,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
아이빔테크놀로지,460470,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
아이쓰리시스템,214430,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
아이지넷,462980,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
아이퀘스트,262840,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
아이크래프트,052460,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
아이톡시,052770,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
아이티센엔텍,010280,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
아이티센피엔에스,232830,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
아이티아이즈,372800,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
아톤,158430,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
아티스트컴퍼니,321820,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
알서포트,131370,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
알엔투테크놀로지,148250,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
알체라,347860,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
알티캐스트,085810,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
알파AI,043100,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
애드포러스,397810,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
액스비스,0011A0,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
액토즈소프트,052790,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
에스넷,038680,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에스디시스템,121890,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
에스엔시스,0008Z0,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에스투더블유,488280,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에스트래픽,234300,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에스폴리텍,050760,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
에스피소프트,443670,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
에스피시스템스,317830,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
에이디테크놀로지,200710,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
에이전트AI,060900,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
에이테크솔루션,071670,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
에프앤가이드,064850,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,한국거래소 공식 업종,AI+수동검토,높음,True
엑셈,205100,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
엑스게이트,356680,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
엔비티,236810,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
엔텔스,069410,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
엠게임,058630,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
엠로,058970,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
엠아이큐브솔루션,373170,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
영림원소프트랩,060850,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
오로스테크놀로지,322310,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
오비고,352910,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
오상자이엘,053980,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
오이솔루션,138080,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
오파스넷,173130,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
오픈놀,440320,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
오픈베이스,049480,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
오픈엣지테크놀로지,394280,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
옴니시스템,057540,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
와이즈넛,096250,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
원티드랩,376980,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
웹케시,053580,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
위메이드,112040,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
위메이드맥스,101730,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
위메이드플레이,123420,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S07,유통·상사·소매,자동 패턴 매칭,키워드,높음,False
위세아이텍,065370,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
윈스테크넷,136540,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
유디엠텍,389680,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
유라클,088340,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
유비벨록스,089850,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
유비온,084440,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
유진테크놀로지,240600,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
이글루,067920,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이노뎁,303530,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이노시뮬레이션,274400,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이노에이엑스,296640,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이노테나,333050,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이니텍,053350,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이루온,065440,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
이스트소프트,047560,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
이스트에이드,239340,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이씨에스,067010,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이엔에프테크놀로지,102710,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,자동 패턴 매칭,키워드,높음,False
이지스,261520,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이지케어텍,099750,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
이크레더블,092130,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
인벤티지랩,389470,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
인성정보,033230,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
인스웨이브,450520,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
인스피언,465480,KOSDAQ,S09,플랫폼·인터넷·소프트웨어,S99,기타,주요제품·사업 키워드,AI+수동검토,높음,True
